idsow,order_no,operation_no,ssbr_id,part_number,part_name,model,customer,location,wct_group,workcenter,operationtext,workcenterdescription,planhours,systemstatus,confirmation,status,finish_date,codenumber,weight,created_by,type,group,category,remark,sync,plan_start,plan_finish,actual_start,actual_finish,actual_progress,actual_hours
515611,1000122214,190,SHCG-442,,Housing As Side Shift Cylinder,14M,"PT. Cipta Kridatama,",Site BIB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+12,0,,,2,,,,,,,,,
515612,1000122214,200,SHCG-442,,Housing As Side Shift Cylinder,14M,"PT. Cipta Kridatama,",Site BIB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+12,0,,,2,,,,,,,,,
494324,1000113806,350,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Machine Flange face LH,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
494325,1000113806,360,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Machine Flange face differential contact,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
494326,1000113806,370,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Machine bolt holes at flange RH,,16,,,,,1.00011E+12,,,,1,,,,,,,,,
494327,1000113806,380,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Machine bolt holes at flange LH,,16,,,,,1.00011E+12,,,,1,,,,,,,,,
515718,1000121729,110,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,HM,M5153HM1,Pre hone ID ,,4,,,,,1.00012E+12,0,,,4,,tube,,,,,,,
515719,1000121729,120,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,SAW,M5153SW1,Fit Setting 1,,1,,,,,1.00012E+12,0,,,4,,Dimension before joint tube & flange,,,,,,,
514058,1000121729,130,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,SAW,M5153SW1,Weld Joint 1,,2,,,,,1.00012E+12,0,,,4,,tube & flange,,,,,,,
514059,1000121729,140,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,SAW,M5153SW1,Fit Setting 2,,1,,,,,1.00012E+12,0,,,4,,Dimension before joint  eye & tube,,,,,,,
514066,1000121729,210,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,HB,M5153CLT,Machining ID 1,,4,,,,,1.00012E+12,0,,,4,,ID eye,,,,,,,
515716,1000121729,90,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,MGN1,M5153COR,Machining profile 2,,2,,,FINISH,12/13/2025,1.00012E+11,0,,,4,,Weld  joint eye prior to joint,,,,,,,
515617,1000122212,60,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,SYG,M5153COR,Machining OD ,,3,,,FINISH,12/20/2025,1.00012E+11,0,,,3,,,,,,,,,
515613,1000122212,20,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,WM2,M5153WM2,Tig weld Dent / worn out area,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515614,1000122212,30,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,SYG,M5153COR,Light Skim ex TIG weld,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515615,1000122212,40,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,SYG,M5153COR,Strip OD ,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515616,1000122212,50,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,MTS,M5153MTS,Welding OD,,2,,,,,1.00012E+11,0,,,3,,,,,,,,,
515618,1000122212,70,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HDR,M5153HDR,Re tap Thread Holes,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515619,1000122212,80,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515620,1000122212,90,SHCG-442,,Piston As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515709,1000121729,20,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,PPC,,Order Material,,0,,,,,1.00012E+11,0,,,4,,"Tube AISI1026 OD235 ID209,6 L850",,,,,,,
515710,1000121729,30,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,BSW,M5153BSW,Sawing 1,,2,,,,,1.00012E+11,0,,,4,,Cut Material,,,,,,,
515711,1000121729,40,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,BSW,M5153BSW,Sawing 2,,2,,,,,1.00012E+11,0,,,4,,Cut tube from eye old core,,,,,,,
515712,1000121729,50,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,BSW,M5153BSW,Sawing 3,,2,,,,,1.00012E+11,0,,,4,,Cut off tube from flange old core,,,,,,,
515713,1000121729,60,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,WM3,M5153WM3,Remove 1,,1,,,,,1.00012E+11,0,,,4,,mounting and braket,,,,,,,
515714,1000121729,70,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,LBP,M5153LBP,Striping ID 1,,1,,,,,1.00012E+11,0,,,4,,ID eye,,,,,,,
515715,1000121729,80,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,MGN1,M5153COR,Machining profile 1,,2,,,,,1.00012E+11,0,,,4,,Weld joint flange prior to joint,,,,,,,
515717,1000121729,100,SHCG-431,9T-0085,Housing Ripper Tilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,MGN1,M5153COR,Machining profile 3,,4,,,,,1.00012E+12,0,,,4,,Weld joint tube prior to joint,,,,,,,
515720,1000122224,20,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HB,M5153CLT,Strip ID eye,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515721,1000122224,30,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,WM1,M5153WM1,Welding ID eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
515722,1000122224,40,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,WM3,M5153WM3,Remove Crack,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
515723,1000122224,50,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,WM3,M5153WM3,Welding Crack,,8,,,,,1.00012E+11,0,,,4,,,,,,,,,
515724,1000122224,60,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
515725,1000122224,70,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HM,M5153HM1,Honing ID housing,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
515727,1000122224,90,SHCG-441,374-2285,Housing As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515628,1000122215,90,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,POL2,M5153PL2,Final Polish OD rod,,8,,,FINISH,12/26/2025,1.00012E+11,0,,,4,,,,,,,,,
515629,1000122215,100,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HDR,M5153HDR,Handressing,,1,,,FINISH,12/30/2025,1.00012E+12,0,,,4,,,,,,,,,
515621,1000122215,20,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HCP1,M5153CP1,Dechrome OD rod,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
515622,1000122215,30,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HB,M5153CLT,Strip ID eye,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515623,1000122215,40,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,WM1,M5153WM1,Weld Build Up ID eye ,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
515624,1000122215,50,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HB,M5153CLT,Machining ID & Face eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
515625,1000122215,60,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,QC2,M5153QC2,Inspect Crack,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515626,1000122215,70,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,POL1,M5153PL1,Pre polish OD rod prior to chrome,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
515627,1000122215,80,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,HCP2,M5153CP2,Hardchrome OD Of Rod,,8,,,,,1.00012E+11,0,,,4,,,,,,,,,
515630,1000122215,110,SHCG-442,,Rod As Side Shift Cylinder,16M3,"PT. Cipta Kridatama,",Site BIB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+12,0,,,4,,,,,,,,,
494293,1000113806,40,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip Flange face RH,,2,,,,,1.00011E+11,,,,1,,,,,,,,,
494292,1000113806,15,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,DIS,M5153DIS,Remove all bushing ,,1,,,,,1.00011E+11,,,,1,,,,,,,,,
494301,1000113806,120,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip ID Lower Radius Rod Bores,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
494291,1000113806,11,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,PRM2,M5153PRM2,Cut Profile stifener plate,,24,,,,,1.00011E+11,,,,1,,,,,,,,,
515728,1000122218,20,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HCP1,M5153CP1,Dechrome process OD ,,2,,,,,1.00012E+11,0,,,1,,,,,,,,,
515729,1000122218,30,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HB,M5153CLT,Striping ID Eye,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
515730,1000122218,40,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,WM1,M5153WM1,Welding ID Eye,,3,,,,,1.00012E+11,0,,,1,,,,,,,,,
515731,1000122218,50,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
515732,1000122218,60,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,POL1,M5153PL1,Pre polish OD rod prior to chrome,,2,,,,,1.00012E+11,0,,,1,,,,,,,,,
515733,1000122218,70,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HCP2,M5153CP2,Hardchrome OD Rod,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
515734,1000122218,80,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,POL2,M5153PL2,Final Polish OD rod,,4,,,,,1.00012E+11,0,,,1,,,,,,,,,
515735,1000122218,90,SHCG-441,192-6448,Rod As Ripper Lift Cylinder,D10T,PT. Cipta Kridatama,BIB,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+11,0,,,1,,,,,,,,,
515631,320008569 ,1601,SHCP-326,,Rod As Steering Cylinder,14M,PT. Cipta Kridatama,Site BIB,SYG,M5153COR,striping ,,1,,,,,320008569 1601,0,,,2,,,,,,,,,
515632,320008569 ,1602,SHCP-326,,Rod As Steering Cylinder,14M,PT. Cipta Kridatama,Site BIB,WM3,M5153WM3,buildup od,,6,,,,,320008569 1602,0,,,2,,,,,,,,,
515633,320008569 ,1603,SHCP-326,,Rod As Steering Cylinder,14M,PT. Cipta Kridatama,Site BIB,SYG,M5153COR,Machining od ,,3,,,,,320008569 1603,0,,,2,,,,,,,,,
494290,1000113806,10,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,BSW,M5153BSW,Cut Plug Material,,1,,,,,1.00011E+11,,,,1,,,,,,,,,
494319,1000113806,300,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Weld ID Upper Radius Rod Bores,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
494294,1000113806,50,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip Flange face LH,,2,,,,,1.00011E+11,,,,1,,,,,,,,,
494295,1000113806,60,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip Flange face differential contact,,2,,,,,1.00011E+11,,,,1,,,,,,,,,
494296,1000113806,70,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip bolt holes at flange RH,,10,,,,,1.00011E+11,,,,1,,,,,,,,,
494297,1000113806,80,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip bolt holes at flange LH,,10,,,,,1.00011E+11,,,,1,,,,,,,,,
494298,1000113806,90,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip Threads holes at flange differential contact,,8,,,,,1.00011E+11,,,,1,,,,,,,,,
494299,1000113806,100,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip ID Differential contact,,3,,,,,1.00011E+12,,,,1,,,,,,,,,
494300,1000113806,110,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,HB,M5153CLT,Strip ID Upper Radius Rod Bores,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
515736,1000122216,20,SHCG-441,192-6447,Head Ripper Lilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,WM2,M5153WM2,Welding Worn area,,2,,,,,1.00012E+11,0,,,3,,,,,,,,,
515737,1000122216,30,SHCG-441,192-6447,Head Ripper Lilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,SYG,M5153COR,Machining ID Seal Head,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515738,1000122216,40,SHCG-441,192-6447,Head Ripper Lilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515739,1000122216,50,SHCG-441,192-6447,Head Ripper Lilt Cylinder ,D10T,PT. Cipta Kridatama,BIB,QC2,M5153QC2,Inspection,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515634,320008568 ,1601,SHCG-302,271-7478,Rod Front Suspension,777G,Putra Perkasa Abadi PT.,Site BIB,MGN1,M5153COR,Remove Crack ,,2,,,,,320008568 1601,0,,,5,,,,,,,,,
515635,320008568 ,1602,SHCG-302,271-7478,Rod Front Suspension,777G,Putra Perkasa Abadi PT.,Site BIB,WM3,M5153WM3,Welding Crack,,4,,,,,320008568 1602,0,,,5,,,,,,,,,
515636,320008568 ,1603,SHCG-302,271-7478,Rod Front Suspension,777G,Putra Perkasa Abadi PT.,Site BIB,MGN1,M5153COR,Machining OD ,,3,,,,,320008568 1603,0,,,5,,,,,,,,,
515637,320008568 ,1604,SHCG-302,271-7478,Rod Front Suspension,777G,Putra Perkasa Abadi PT.,Site BIB,QC1,M5153QC1,Inspect crack ,,1,,,,,320008568 1604,0,,,5,,,,,,,,,
494315,1000113806,260,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Flood weld Striped bolt holes at flange LH,,10,,,,,1.00011E+12,,,,1,,,,,,,,,
494314,1000113806,250,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Flood weld Striped  bolt holes at flange RH,,10,,,,,1.00011E+12,,,,1,,,,,,,,,
515433,320008554,1602,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,HDR,M5153HDR,Weld Crack area,,3,,,,,3.20009E+12,0,,,2,,,,,,,,,
515638,320008554,1604,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,MGN1,M5153COR,Remove Crack At Stopper Area,,2,,,,,3.20009E+12,0,,,2,,,,,,,,,
515639,320008554,1605,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,WM3,M5153WM3,welding  Crack area,,3,,,,,3.20009E+12,0,,,2,,,,,,,,,
515640,320008554,1606,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,MGN1,M5153COR,Machining ,,3,,,,,3.20009E+12,0,,,2,,,,,,,,,
515641,320008554,1607,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,QC1,M5153QC1,NDT insadee out side ,,1,,,,,3.20009E+12,0,,,2,,,,,,,,,
515740,1000122289,20,SUCG-281,145-3035,Flange Recoil Spring,320,Cipta Kridatama PT.,BMB,WM2,M5153WM2,Tig Weld Dent & Worn Out,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
515741,1000122289,30,SUCG-281,145-3035,Flange Recoil Spring,320,Cipta Kridatama PT.,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
515742,1000122289,40,SUCG-281,145-3035,Flange Recoil Spring,320,Cipta Kridatama PT.,BMB,QC2,M5153QC2,Post inspection,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
515432,320008554,1601,SHSP-560,225-3902,Rod as Rear Suspension,773,Cipta Kridatama PT.,BIB,SYG,M5153COR,Remove Crack,,2,,,FINISH,12/29/2025,3.20009E+12,0,,,2,,,,,,,,,
494313,1000113806,240,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Weld Flange face differential contact,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
515642,320008444,1604,SHSG-86,271-7478,Rod As Front Suspension,777,Cipta Kridatama PT.,BMB,MGN1,M5153COR,Striping OD ROD ,,1,,,,,3.20008E+12,0,,,9,,,,,,,,,
515643,320008444,1605,SHSG-86,271-7478,Rod As Front Suspension,777,Cipta Kridatama PT.,BMB,WM3,M5153WM3,Build up OD ROD ,,6,,,,,3.20008E+12,0,,,9,,,,,,,,,
515644,320008444,1606,SHSG-86,271-7478,Rod As Front Suspension,777,Cipta Kridatama PT.,BMB,MGN1,M5153COR,Machining ,,3,,,,,3.20008E+12,0,,,9,,,,,,,,,
515645,320008444,1607,SHSG-86,271-7478,Rod As Front Suspension,777,Cipta Kridatama PT.,BMB,QC1,M5153QC1,Inspection,,1,,,,,3.20008E+12,0,,,9,,,,,,,,,
515743,1000120669,10,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,,,Start Fabrication,,0,,,,,1.00012E+11,0,,,2,,,,,,,,,
515744,1000120669,20,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,PPC,,Order material Sleeve,,0,,,,,1.00012E+11,0,,,2,,"Aisi 1026  ID 70, OD 80, L 225",,,,,,,
515745,1000120669,30,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,BSW,M5153BSW,Cut material Sleeve,,1,,,,,1.00012E+11,0,,,2,,,,,,,,,
515746,1000120669,40,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Manufacture Sleeve,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
515747,1000120669,50,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,HB,M5153CLT,Strip ID Housing,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
515748,1000120669,60,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,HB,M5153CLT,Strip ID Lip Seal Seat,,0.5,,,,,1.00012E+11,0,,,2,,,,,,,,,
515749,1000120669,70,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,ASY,M5153ASY,Install Sleeve,,1,,,,,1.00012E+11,0,,,2,,,,,,,,,
515750,1000120669,80,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,WM1,M5153WM1,Weld ID Lip Seal Seat,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
515751,1000120669,90,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Machine ID Housing,,3,,,,,1.00012E+11,0,,,2,,,,,,,,,
515752,1000120669,100,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Machine ID Lip Seal Seat,,1,,,,,1.00012E+12,0,,,2,,,,,,,,,
515755,1000120669,130,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,QC2,M5153QC2,Final Inspection,,0.5,,,,,1.00012E+12,0,,,2,,,,,,,,,
515753,1000120669,110,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,HM,M5153HM1,Hone ID housing,,8,,,FINISH,12/19/2025,1.00012E+12,0,,,2,,,,,,,,,
515754,1000120669,120,SUCG-281,239-4392,Housing as Recoil Spring,320,Cipta Kridatama PT.,BMB,HDR,M5153HDR,Handressing,,0.5,,,FINISH,12/20/2025,1.00012E+12,0,,,2,,,,,,,,,
494312,1000113806,230,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Weld Flange face LH,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
494311,1000113806,220,SDFP-100,561-22-73115,Rear Axle Housing,,PT. Putra Perkasa Abadi,Site BIB,WM3,M5153WM3,Weld Flange face RH,,4,,,,,1.00011E+12,,,,1,,,,,,,,,
515646,320008571,1601,SHCP-290,,320008571,773,Cipta Kridatama PT.,BIB,HCP1,,Dechrome OD,,4,,,,,3.20009E+12,0,,,2,,,,,,,,,
515647,320008571,1602,SHCP-290,,320008571,773,Cipta Kridatama PT.,BIB,POL1,,Pre Polish,,4,,,,,3.20009E+12,0,,,2,,,,,,,,,
515648,320008571,1603,SHCP-290,,320008571,773,Cipta Kridatama PT.,BIB,HCP2,,Hard Chrome,,4,,,FINISH,12/10/2025,3.20009E+12,0,,,2,,,,,,,,,
515756,1000122277,10,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,,,Start Fabrication,,0,,,,,1.00012E+11,0,,,3,,,,,,,,,
515757,1000122277,20,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Strip OD Piston ,,2,,,,,1.00012E+11,0,,,3,,,,,,,,,
515759,1000122277,40,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Final Machine OD Piston ,,4,,,,,1.00012E+11,0,,,3,,,,,,,,,
515760,1000122277,50,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,POL1,M5153PL1,Prep Polish OD Piston  prior to chrome,,2,,,,,1.00012E+11,0,,,3,,,,,,,,,
515761,1000122277,60,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,HCP2,M5153CP2,Hard chrome plate OD Piston ,,4,,,,,1.00012E+11,0,,,3,,,,,,,,,
515762,1000122277,70,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,POL1,M5153PL1,Final Polish OD Piston ,,4,,,,,1.00012E+11,0,,,3,,,,,,,,,
515764,1000122277,90,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
515758,1000122277,30,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,SAW,M5153SW1,Weld Build Up OD Piston ,,4,,,FINISH,12/24/2025,1.00012E+11,0,,,3,,,,,,,,,
515763,1000122277,80,SUCG-281,145-3031,Piston As Recoil Spring,320,Cipta Kridatama PT.,BMB,HDR,M5153HDR,Handressing,,2,,,FINISH,12/28/2025,1.00012E+11,0,,,3,,,,,,,,,
514895,1000121528,210,SHSP-485,,Rod As Rear Susp,773,"PT. Cipta Kridatama, ",Site TIA,POL2,,Final Polish OD rod to spec,,2.5,,,FINISH,12/10/2025,1.00012E+12,,,,1,,,,,,,,,
515765,1000122290,20,SUCG-281,,Shaft Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Strip OD ,,1,,,,,1.00012E+11,0,,,4,,Thread Area,,,,,,,
515766,1000122290,30,SUCG-281,,Shaft Recoil Spring,320,Cipta Kridatama PT.,BMB,WM3,M5153WM3,Weld OD ,,2,,,,,1.00012E+11,0,,,4,,Thread Area,,,,,,,
515767,1000122290,40,SUCG-281,,Shaft Recoil Spring,320,Cipta Kridatama PT.,BMB,SYG,M5153COR,Machining OD,,3,,,,,1.00012E+11,0,,,4,,Thread Area,,,,,,,
515768,1000122290,50,SUCG-281,,Shaft Recoil Spring,320,Cipta Kridatama PT.,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515769,1000122290,60,SUCG-281,,Shaft Recoil Spring,320,Cipta Kridatama PT.,BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
515517,1000121494,100,SFRM-770,23C-70-53111,Bracket Support Adjuster LH,GD755 Unit GD7506,PT. Putra Perkasa Abadi,Site BIB,WM3,,Welding Thread at Stoper Guide,,6,,,FINISH,12/10/2025,1.00012E+12,,,,1,,,,,,,,,
515770,1000122278 ,20,SUCG-281,340-8237,Spring Recoil Spring,320,Cipta Kridatama PT.,BMB,HDR,M5153HDR,Handressing,,1,,,,,1000122278 20,0,,,5,,,,,,,,,
